"";"geo";"unit";"time";"PKB";"GEO";"Region";"Kraj";"dl"
"6172";"DEA53";"MIO_EUR";2010;5727;"DEA53 - Hagen, Kreisfreie Stadt";"Hagen, Kreisfreie Stadt";"DE";5
"6173";"DEA53";"MIO_EUR";2007;5929;"DEA53 - Hagen, Kreisfreie Stadt";"Hagen, Kreisfreie Stadt";"DE";5
"6174";"DEA54";"MIO_EUR";2001;3351;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6175";"DEA54";"MIO_EUR";2014;4914;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6176";"DEA54";"MIO_EUR";2012;4751;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6177";"DEA54";"MIO_EUR";2002;3463;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6178";"DEA54";"MIO_EUR";2008;4597;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6179";"DEA54";"MIO_EUR";2006;4028;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6180";"DEA54";"MIO_EUR";2007;4265;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6181";"DEA54";"MIO_EUR";2003;3485;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6182";"DEA54";"MIO_EUR";2004;3740;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6183";"DEA54";"MIO_EUR";2013;4771;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6184";"DEA54";"MIO_EUR";2000;3326;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6185";"DEA54";"MIO_EUR";2009;4438;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6186";"DEA54";"MIO_EUR";2010;4616;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6187";"DEA54";"MIO_EUR";2005;3869;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6188";"DEA54";"MIO_EUR";2011;4678;"DEA54 - Hamm, Kreisfreie Stadt";"Hamm, Kreisfreie Stadt";"DE";5
"6189";"DEA55";"MIO_EUR";2001;2812;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6190";"DEA55";"MIO_EUR";2012;3505;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6191";"DEA55";"MIO_EUR";2009;3201;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6192";"DEA55";"MIO_EUR";2004;2880;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6193";"DEA55";"MIO_EUR";2011;3539;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6194";"DEA55";"MIO_EUR";2005;2937;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6195";"DEA55";"MIO_EUR";2013;3491;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6196";"DEA55";"MIO_EUR";2008;3497;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6197";"DEA55";"MIO_EUR";2007;3056;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6198";"DEA55";"MIO_EUR";2003;2887;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6199";"DEA55";"MIO_EUR";2014;3496;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6200";"DEA55";"MIO_EUR";2010;3360;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6201";"DEA55";"MIO_EUR";2000;2700;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6202";"DEA55";"MIO_EUR";2002;2853;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6203";"DEA55";"MIO_EUR";2006;3010;"DEA55 - Herne, Kreisfreie Stadt";"Herne, Kreisfreie Stadt";"DE";5
"6204";"DEA56";"MIO_EUR";2000;7196;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6205";"DEA56";"MIO_EUR";2001;7183;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6206";"DEA56";"MIO_EUR";2010;8493;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6207";"DEA56";"MIO_EUR";2005;7649;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6208";"DEA56";"MIO_EUR";2003;7373;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6209";"DEA56";"MIO_EUR";2002;7285;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6210";"DEA56";"MIO_EUR";2011;8888;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6211";"DEA56";"MIO_EUR";2009;8125;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6212";"DEA56";"MIO_EUR";2004;7559;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6213";"DEA56";"MIO_EUR";2012;8977;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6214";"DEA56";"MIO_EUR";2007;8385;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6215";"DEA56";"MIO_EUR";2014;9450;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6216";"DEA56";"MIO_EUR";2008;8752;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6217";"DEA56";"MIO_EUR";2013;9132;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6218";"DEA56";"MIO_EUR";2006;7941;"DEA56 - Ennepe-Ruhr-Kreis";"Ennepe-Ruhr-Kreis";"DE";5
"6219";"DEA57";"MIO_EUR";2001;6451;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6220";"DEA57";"MIO_EUR";2011;8119;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6221";"DEA57";"MIO_EUR";2010;7606;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6222";"DEA57";"MIO_EUR";2008;7485;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6223";"DEA57";"MIO_EUR";2003;6568;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6224";"DEA57";"MIO_EUR";2002;6691;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6225";"DEA57";"MIO_EUR";2007;7390;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6226";"DEA57";"MIO_EUR";2000;6563;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6227";"DEA57";"MIO_EUR";2009;7259;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6228";"DEA57";"MIO_EUR";2014;8531;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6229";"DEA57";"MIO_EUR";2012;8023;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6230";"DEA57";"MIO_EUR";2005;6750;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6231";"DEA57";"MIO_EUR";2006;6988;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6232";"DEA57";"MIO_EUR";2004;6711;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6233";"DEA57";"MIO_EUR";2013;8168;"DEA57 - Hochsauerlandkreis";"Hochsauerlandkreis";"DE";5
"6234";"DEA58";"MIO_EUR";2002;11264;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6235";"DEA58";"MIO_EUR";2008;12848;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6236";"DEA58";"MIO_EUR";2010;12507;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6237";"DEA58";"MIO_EUR";2014;14230;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6238";"DEA58";"MIO_EUR";2000;11352;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6239";"DEA58";"MIO_EUR";2005;11579;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6240";"DEA58";"MIO_EUR";2004;11329;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6241";"DEA58";"MIO_EUR";2009;11793;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6242";"DEA58";"MIO_EUR";2012;13439;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6243";"DEA58";"MIO_EUR";2006;12178;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6244";"DEA58";"MIO_EUR";2003;11129;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6245";"DEA58";"MIO_EUR";2007;12540;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6246";"DEA58";"MIO_EUR";2011;13161;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6247";"DEA58";"MIO_EUR";2001;11326;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6248";"DEA58";"MIO_EUR";2013;13910;"DEA58 - Märkischer Kreis";"Märkischer Kreis";"DE";5
"6249";"DEA59";"MIO_EUR";2004;3699;"DEA59 - Olpe";"Olpe";"DE";5
"6250";"DEA59";"MIO_EUR";2002;3508;"DEA59 - Olpe";"Olpe";"DE";5
"6251";"DEA59";"MIO_EUR";2012;4777;"DEA59 - Olpe";"Olpe";"DE";5
"6252";"DEA59";"MIO_EUR";2010;4181;"DEA59 - Olpe";"Olpe";"DE";5
"6253";"DEA59";"MIO_EUR";2000;3372;"DEA59 - Olpe";"Olpe";"DE";5
"6254";"DEA59";"MIO_EUR";2011;4442;"DEA59 - Olpe";"Olpe";"DE";5
"6255";"DEA59";"MIO_EUR";2013;4784;"DEA59 - Olpe";"Olpe";"DE";5
"6256";"DEA59";"MIO_EUR";2009;3943;"DEA59 - Olpe";"Olpe";"DE";5
"6257";"DEA59";"MIO_EUR";2008;4228;"DEA59 - Olpe";"Olpe";"DE";5
"6258";"DEA59";"MIO_EUR";2014;4941;"DEA59 - Olpe";"Olpe";"DE";5
"6259";"DEA59";"MIO_EUR";2003;3582;"DEA59 - Olpe";"Olpe";"DE";5
"6260";"DEA59";"MIO_EUR";2001;3438;"DEA59 - Olpe";"Olpe";"DE";5
"6261";"DEA59";"MIO_EUR";2007;4189;"DEA59 - Olpe";"Olpe";"DE";5
"6262";"DEA59";"MIO_EUR";2006;3974;"DEA59 - Olpe";"Olpe";"DE";5
"6263";"DEA59";"MIO_EUR";2005;3793;"DEA59 - Olpe";"Olpe";"DE";5
"6264";"DEA5A";"MIO_EUR";2000;7600;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6265";"DEA5A";"MIO_EUR";2010;9100;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6266";"DEA5A";"MIO_EUR";2013;9900;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6267";"DEA5A";"MIO_EUR";2001;7702;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6268";"DEA5A";"MIO_EUR";2007;9267;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6269";"DEA5A";"MIO_EUR";2004;7887;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6270";"DEA5A";"MIO_EUR";2005;8131;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6271";"DEA5A";"MIO_EUR";2006;8739;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6272";"DEA5A";"MIO_EUR";2012;9878;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6273";"DEA5A";"MIO_EUR";2002;7510;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6274";"DEA5A";"MIO_EUR";2008;9623;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6275";"DEA5A";"MIO_EUR";2014;10208;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6276";"DEA5A";"MIO_EUR";2009;8869;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6277";"DEA5A";"MIO_EUR";2011;9771;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6278";"DEA5A";"MIO_EUR";2003;7797;"DEA5A - Siegen-Wittgenstein";"Siegen-Wittgenstein";"DE";5
"6279";"DEA5B";"MIO_EUR";2005;7444;"DEA5B - Soest";"Soest";"DE";5
"6280";"DEA5B";"MIO_EUR";2004;7366;"DEA5B - Soest";"Soest";"DE";5
"6281";"DEA5B";"MIO_EUR";2001;7539;"DEA5B - Soest";"Soest";"DE";5
"6282";"DEA5B";"MIO_EUR";2013;9221;"DEA5B - Soest";"Soest";"DE";5
"6283";"DEA5B";"MIO_EUR";2000;7291;"DEA5B - Soest";"Soest";"DE";5
"6284";"DEA5B";"MIO_EUR";2009;8343;"DEA5B - Soest";"Soest";"DE";5
"6285";"DEA5B";"MIO_EUR";2002;7374;"DEA5B - Soest";"Soest";"DE";5
"6286";"DEA5B";"MIO_EUR";2011;9225;"DEA5B - Soest";"Soest";"DE";5
"6287";"DEA5B";"MIO_EUR";2010;8789;"DEA5B - Soest";"Soest";"DE";5
"6288";"DEA5B";"MIO_EUR";2006;7799;"DEA5B - Soest";"Soest";"DE";5
"6289";"DEA5B";"MIO_EUR";2003;7318;"DEA5B - Soest";"Soest";"DE";5
"6290";"DEA5B";"MIO_EUR";2014;9458;"DEA5B - Soest";"Soest";"DE";5
"6291";"DEA5B";"MIO_EUR";2012;9059;"DEA5B - Soest";"Soest";"DE";5
"6292";"DEA5B";"MIO_EUR";2008;8449;"DEA5B - Soest";"Soest";"DE";5
"6293";"DEA5B";"MIO_EUR";2007;7928;"DEA5B - Soest";"Soest";"DE";5
"6294";"DEA5C";"MIO_EUR";2003;7866;"DEA5C - Unna";"Unna";"DE";5
"6295";"DEA5C";"MIO_EUR";2013;10538;"DEA5C - Unna";"Unna";"DE";5
"6296";"DEA5C";"MIO_EUR";2004;8239;"DEA5C - Unna";"Unna";"DE";5
"6297";"DEA5C";"MIO_EUR";2006;8914;"DEA5C - Unna";"Unna";"DE";5
"6298";"DEA5C";"MIO_EUR";2005;8689;"DEA5C - Unna";"Unna";"DE";5
"6299";"DEA5C";"MIO_EUR";2002;8038;"DEA5C - Unna";"Unna";"DE";5
"6300";"DEA5C";"MIO_EUR";2000;7512;"DEA5C - Unna";"Unna";"DE";5
"6301";"DEA5C";"MIO_EUR";2009;9666;"DEA5C - Unna";"Unna";"DE";5
"6302";"DEA5C";"MIO_EUR";2008;9993;"DEA5C - Unna";"Unna";"DE";5
"6303";"DEA5C";"MIO_EUR";2011;10262;"DEA5C - Unna";"Unna";"DE";5
"6304";"DEA5C";"MIO_EUR";2001;7667;"DEA5C - Unna";"Unna";"DE";5
"6305";"DEA5C";"MIO_EUR";2012;10555;"DEA5C - Unna";"Unna";"DE";5
"6306";"DEA5C";"MIO_EUR";2010;9811;"DEA5C - Unna";"Unna";"DE";5
"6307";"DEA5C";"MIO_EUR";2007;9642;"DEA5C - Unna";"Unna";"DE";5
"6308";"DEA5C";"MIO_EUR";2014;11161;"DEA5C - Unna";"Unna";"DE";5
"6309";"DEB11";"MIO_EUR";2001;5690;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6310";"DEB11";"MIO_EUR";2013;7196;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6311";"DEB11";"MIO_EUR";2000;5756;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6312";"DEB11";"MIO_EUR";2004;6285;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6313";"DEB11";"MIO_EUR";2005;6331;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6314";"DEB11";"MIO_EUR";2002;5929;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6315";"DEB11";"MIO_EUR";2012;6813;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6316";"DEB11";"MIO_EUR";2003;6113;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6317";"DEB11";"MIO_EUR";2008;6392;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6318";"DEB11";"MIO_EUR";2011;6669;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6319";"DEB11";"MIO_EUR";2009;6389;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6320";"DEB11";"MIO_EUR";2006;6467;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6321";"DEB11";"MIO_EUR";2007;6426;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6322";"DEB11";"MIO_EUR";2014;7404;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6323";"DEB11";"MIO_EUR";2010;6528;"DEB11 - Koblenz, Kreisfreie Stadt";"Koblenz, Kreisfreie Stadt";"DE";5
"6324";"DEB12";"MIO_EUR";2004;2252;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6325";"DEB12";"MIO_EUR";2010;2573;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6326";"DEB12";"MIO_EUR";2011;2699;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6327";"DEB12";"MIO_EUR";2014;2944;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6328";"DEB12";"MIO_EUR";2001;2128;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6329";"DEB12";"MIO_EUR";2000;2114;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6330";"DEB12";"MIO_EUR";2005;2291;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6331";"DEB12";"MIO_EUR";2007;2399;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6332";"DEB12";"MIO_EUR";2002;2187;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6333";"DEB12";"MIO_EUR";2009;2492;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6334";"DEB12";"MIO_EUR";2006;2348;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6335";"DEB12";"MIO_EUR";2012;2774;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6336";"DEB12";"MIO_EUR";2003;2151;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6337";"DEB12";"MIO_EUR";2008;2488;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6338";"DEB12";"MIO_EUR";2013;2865;"DEB12 - Ahrweiler";"Ahrweiler";"DE";5
"6339";"DEB13";"MIO_EUR";2004;2567;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6340";"DEB13";"MIO_EUR";2005;2635;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6341";"DEB13";"MIO_EUR";2009;2760;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6342";"DEB13";"MIO_EUR";2007;2826;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6343";"DEB13";"MIO_EUR";2012;3011;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6344";"DEB13";"MIO_EUR";2008;2953;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6345";"DEB13";"MIO_EUR";2002;2497;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6346";"DEB13";"MIO_EUR";2000;2506;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6347";"DEB13";"MIO_EUR";2014;3147;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6348";"DEB13";"MIO_EUR";2011;3068;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6349";"DEB13";"MIO_EUR";2001;2513;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6350";"DEB13";"MIO_EUR";2010;2939;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6351";"DEB13";"MIO_EUR";2003;2466;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6352";"DEB13";"MIO_EUR";2013;3090;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6353";"DEB13";"MIO_EUR";2006;2737;"DEB13 - Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"DE";5
"6354";"DEB14";"MIO_EUR";2009;3665;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6355";"DEB14";"MIO_EUR";2005;3451;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6356";"DEB14";"MIO_EUR";2014;4397;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6357";"DEB14";"MIO_EUR";2004;3409;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6358";"DEB14";"MIO_EUR";2007;3718;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6359";"DEB14";"MIO_EUR";2013;4298;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6360";"DEB14";"MIO_EUR";2002;3242;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6361";"DEB14";"MIO_EUR";2000;3065;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6362";"DEB14";"MIO_EUR";2008;3799;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6363";"DEB14";"MIO_EUR";2001;3126;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6364";"DEB14";"MIO_EUR";2006;3585;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6365";"DEB14";"MIO_EUR";2012;4206;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6366";"DEB14";"MIO_EUR";2010;3851;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6367";"DEB14";"MIO_EUR";2011;4112;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6368";"DEB14";"MIO_EUR";2003;3220;"DEB14 - Bad Kreuznach";"Bad Kreuznach";"DE";5
"6369";"DEB15";"MIO_EUR";2009;1909;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6370";"DEB15";"MIO_EUR";2000;1727;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6371";"DEB15";"MIO_EUR";2004;1809;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6372";"DEB15";"MIO_EUR";2007;1897;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6373";"DEB15";"MIO_EUR";2010;1990;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6374";"DEB15";"MIO_EUR";2001;1767;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6375";"DEB15";"MIO_EUR";2002;1785;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6376";"DEB15";"MIO_EUR";2003;1746;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6377";"DEB15";"MIO_EUR";2005;1790;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6378";"DEB15";"MIO_EUR";2012;2080;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6379";"DEB15";"MIO_EUR";2006;1839;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6380";"DEB15";"MIO_EUR";2013;2090;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6381";"DEB15";"MIO_EUR";2008;1947;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6382";"DEB15";"MIO_EUR";2014;2174;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6383";"DEB15";"MIO_EUR";2011;2046;"DEB15 - Birkenfeld";"Birkenfeld";"DE";5
"6384";"DEB16";"MIO_EUR";2012;1611;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6385";"DEB16";"MIO_EUR";2007;1481;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6386";"DEB16";"MIO_EUR";2003;1332;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6387";"DEB16";"MIO_EUR";2001;1297;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6388";"DEB16";"MIO_EUR";2004;1342;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6389";"DEB16";"MIO_EUR";2011;1577;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6390";"DEB16";"MIO_EUR";2009;1516;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6391";"DEB16";"MIO_EUR";2005;1367;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6392";"DEB16";"MIO_EUR";2002;1318;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6393";"DEB16";"MIO_EUR";2014;1674;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6394";"DEB16";"MIO_EUR";2013;1611;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6395";"DEB16";"MIO_EUR";2010;1544;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6396";"DEB16";"MIO_EUR";2008;1486;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6397";"DEB16";"MIO_EUR";2000;1223;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
"6398";"DEB16";"MIO_EUR";2006;1399;"DEB16 - Cochem-Zell";"Cochem-Zell";"DE";5
