"";"geo";"unit";"time";"PKB";"GEO";"Region";"Kraj";"dl"
"16218";"PL622";"MIO_EUR";2003;2695;"PL622 - Olsztynski";"Olsztynski";"PL";5
"16219";"PL622";"MIO_EUR";2007;4150;"PL622 - Olsztynski";"Olsztynski";"PL";5
"16220";"PL622";"MIO_EUR";2006;3694;"PL622 - Olsztynski";"Olsztynski";"PL";5
"16221";"PL622";"MIO_EUR";2014;5396;"PL622 - Olsztynski";"Olsztynski";"PL";5
"16222";"PL622";"MIO_EUR";2012;5066;"PL622 - Olsztynski";"Olsztynski";"PL";5
"16223";"PL622";"MIO_EUR";2002;2870;"PL622 - Olsztynski";"Olsztynski";"PL";5
"16224";"PL623";"MIO_EUR";2001;1009;"PL623 - Elcki";"Elcki";"PL";5
"16225";"PL623";"MIO_EUR";2005;1135;"PL623 - Elcki";"Elcki";"PL";5
"16226";"PL623";"MIO_EUR";2008;1702;"PL623 - Elcki";"Elcki";"PL";5
"16227";"PL623";"MIO_EUR";2009;1438;"PL623 - Elcki";"Elcki";"PL";5
"16228";"PL623";"MIO_EUR";2003;877;"PL623 - Elcki";"Elcki";"PL";5
"16229";"PL623";"MIO_EUR";2007;1459;"PL623 - Elcki";"Elcki";"PL";5
"16230";"PL623";"MIO_EUR";2000;891;"PL623 - Elcki";"Elcki";"PL";5
"16231";"PL623";"MIO_EUR";2006;1300;"PL623 - Elcki";"Elcki";"PL";5
"16232";"PL623";"MIO_EUR";2013;1733;"PL623 - Elcki";"Elcki";"PL";5
"16233";"PL623";"MIO_EUR";2012;1732;"PL623 - Elcki";"Elcki";"PL";5
"16234";"PL623";"MIO_EUR";2010;1664;"PL623 - Elcki";"Elcki";"PL";5
"16235";"PL623";"MIO_EUR";2014;1804;"PL623 - Elcki";"Elcki";"PL";5
"16236";"PL623";"MIO_EUR";2011;1708;"PL623 - Elcki";"Elcki";"PL";5
"16237";"PL623";"MIO_EUR";2002;939;"PL623 - Elcki";"Elcki";"PL";5
"16238";"PL623";"MIO_EUR";2004;944;"PL623 - Elcki";"Elcki";"PL";5
"16239";"PL633";"MIO_EUR";2010;9918;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16240";"PL633";"MIO_EUR";2007;8698;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16241";"PL633";"MIO_EUR";2009;8759;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16242";"PL633";"MIO_EUR";2000;5326;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16243";"PL633";"MIO_EUR";2008;9620;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16244";"PL633";"MIO_EUR";2002;5990;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16245";"PL633";"MIO_EUR";2006;7784;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16246";"PL633";"MIO_EUR";2005;7084;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16247";"PL633";"MIO_EUR";2004;5824;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16248";"PL633";"MIO_EUR";2014;11053;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16249";"PL633";"MIO_EUR";2003;5303;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16250";"PL633";"MIO_EUR";2012;11205;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16251";"PL633";"MIO_EUR";2001;5901;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16252";"PL633";"MIO_EUR";2013;11013;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16253";"PL633";"MIO_EUR";2011;10612;"PL633 - Region Trojmiejski";"Region Trojmiejski";"PL";5
"16254";"PL634";"MIO_EUR";2007;2893;"PL634 - Gdanski";"Gdanski";"PL";5
"16255";"PL634";"MIO_EUR";2009;3103;"PL634 - Gdanski";"Gdanski";"PL";5
"16256";"PL634";"MIO_EUR";2003;1693;"PL634 - Gdanski";"Gdanski";"PL";5
"16257";"PL634";"MIO_EUR";2002;1827;"PL634 - Gdanski";"Gdanski";"PL";5
"16258";"PL634";"MIO_EUR";2014;4366;"PL634 - Gdanski";"Gdanski";"PL";5
"16259";"PL634";"MIO_EUR";2006;2486;"PL634 - Gdanski";"Gdanski";"PL";5
"16260";"PL634";"MIO_EUR";2005;2177;"PL634 - Gdanski";"Gdanski";"PL";5
"16261";"PL634";"MIO_EUR";2008;3486;"PL634 - Gdanski";"Gdanski";"PL";5
"16262";"PL634";"MIO_EUR";2012;3900;"PL634 - Gdanski";"Gdanski";"PL";5
"16263";"PL634";"MIO_EUR";2000;1560;"PL634 - Gdanski";"Gdanski";"PL";5
"16264";"PL634";"MIO_EUR";2013;4090;"PL634 - Gdanski";"Gdanski";"PL";5
"16265";"PL634";"MIO_EUR";2011;3677;"PL634 - Gdanski";"Gdanski";"PL";5
"16266";"PL634";"MIO_EUR";2001;1875;"PL634 - Gdanski";"Gdanski";"PL";5
"16267";"PL634";"MIO_EUR";2010;3518;"PL634 - Gdanski";"Gdanski";"PL";5
"16268";"PL634";"MIO_EUR";2004;1749;"PL634 - Gdanski";"Gdanski";"PL";5
"16269";"PL636";"MIO_EUR";2014;2716;"PL636 - Slupski";"Slupski";"PL";5
"16270";"PL636";"MIO_EUR";2007;2144;"PL636 - Slupski";"Slupski";"PL";5
"16271";"PL636";"MIO_EUR";2012;2582;"PL636 - Slupski";"Slupski";"PL";5
"16272";"PL636";"MIO_EUR";2006;1877;"PL636 - Slupski";"Slupski";"PL";5
"16273";"PL636";"MIO_EUR";2003;1319;"PL636 - Slupski";"Slupski";"PL";5
"16274";"PL636";"MIO_EUR";2002;1420;"PL636 - Slupski";"Slupski";"PL";5
"16275";"PL636";"MIO_EUR";2001;1480;"PL636 - Slupski";"Slupski";"PL";5
"16276";"PL636";"MIO_EUR";2000;1235;"PL636 - Slupski";"Slupski";"PL";5
"16277";"PL636";"MIO_EUR";2013;2588;"PL636 - Slupski";"Slupski";"PL";5
"16278";"PL636";"MIO_EUR";2005;1666;"PL636 - Slupski";"Slupski";"PL";5
"16279";"PL636";"MIO_EUR";2008;2542;"PL636 - Slupski";"Slupski";"PL";5
"16280";"PL636";"MIO_EUR";2011;2514;"PL636 - Slupski";"Slupski";"PL";5
"16281";"PL636";"MIO_EUR";2009;2239;"PL636 - Slupski";"Slupski";"PL";5
"16282";"PL636";"MIO_EUR";2004;1357;"PL636 - Slupski";"Slupski";"PL";5
"16283";"PL636";"MIO_EUR";2010;2436;"PL636 - Slupski";"Slupski";"PL";5
"16284";"PL637";"MIO_EUR";2002;830;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16285";"PL637";"MIO_EUR";2014;1535;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16286";"PL637";"MIO_EUR";2012;1454;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16287";"PL637";"MIO_EUR";2005;951;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16288";"PL637";"MIO_EUR";2013;1457;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16289";"PL637";"MIO_EUR";2001;841;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16290";"PL637";"MIO_EUR";2000;713;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16291";"PL637";"MIO_EUR";2006;1064;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16292";"PL637";"MIO_EUR";2003;766;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16293";"PL637";"MIO_EUR";2009;1246;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16294";"PL637";"MIO_EUR";2007;1254;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16295";"PL637";"MIO_EUR";2004;792;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16296";"PL637";"MIO_EUR";2011;1433;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16297";"PL637";"MIO_EUR";2010;1375;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16298";"PL637";"MIO_EUR";2008;1427;"PL637 - Chojnicki";"Chojnicki";"PL";5
"16299";"PL638";"MIO_EUR";2002;1977;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16300";"PL638";"MIO_EUR";2001;1833;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16301";"PL638";"MIO_EUR";2014;3710;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16302";"PL638";"MIO_EUR";2003;1851;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16303";"PL638";"MIO_EUR";2012;3449;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16304";"PL638";"MIO_EUR";2009;2846;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16305";"PL638";"MIO_EUR";2013;3494;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16306";"PL638";"MIO_EUR";2004;1907;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16307";"PL638";"MIO_EUR";2006;2440;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16308";"PL638";"MIO_EUR";2011;3363;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16309";"PL638";"MIO_EUR";2010;3223;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16310";"PL638";"MIO_EUR";2007;2927;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16311";"PL638";"MIO_EUR";2008;3277;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16312";"PL638";"MIO_EUR";2000;1612;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16313";"PL638";"MIO_EUR";2005;2143;"PL638 - Starogardzki";"Starogardzki";"PL";5
"16314";"PT111";"MIO_EUR";2012;2911;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16315";"PT111";"MIO_EUR";2002;2261;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16316";"PT111";"MIO_EUR";2001;2155;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16317";"PT111";"MIO_EUR";2011;2950;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16318";"PT111";"MIO_EUR";2004;2361;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16319";"PT111";"MIO_EUR";2007;2728;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16320";"PT111";"MIO_EUR";2013;3046;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16321";"PT111";"MIO_EUR";2000;2039;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16322";"PT111";"MIO_EUR";2014;3063;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16323";"PT111";"MIO_EUR";2006;2631;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16324";"PT111";"MIO_EUR";2005;2467;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16325";"PT111";"MIO_EUR";2009;2899;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16326";"PT111";"MIO_EUR";2003;2291;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16327";"PT111";"MIO_EUR";2010;3070;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16328";"PT111";"MIO_EUR";2008;2837;"PT111 - Alto Minho";"Alto Minho";"PT";5
"16329";"PT112";"MIO_EUR";2003;4104;"PT112 - Cávado";"Cávado";"PT";5
"16330";"PT112";"MIO_EUR";2001;3847;"PT112 - Cávado";"Cávado";"PT";5
"16331";"PT112";"MIO_EUR";2012;5128;"PT112 - Cávado";"Cávado";"PT";5
"16332";"PT112";"MIO_EUR";2004;4310;"PT112 - Cávado";"Cávado";"PT";5
"16333";"PT112";"MIO_EUR";2011;5203;"PT112 - Cávado";"Cávado";"PT";5
"16334";"PT112";"MIO_EUR";2000;3511;"PT112 - Cávado";"Cávado";"PT";5
"16335";"PT112";"MIO_EUR";2014;5443;"PT112 - Cávado";"Cávado";"PT";5
"16336";"PT112";"MIO_EUR";2002;4090;"PT112 - Cávado";"Cávado";"PT";5
"16337";"PT112";"MIO_EUR";2010;5281;"PT112 - Cávado";"Cávado";"PT";5
"16338";"PT112";"MIO_EUR";2006;4689;"PT112 - Cávado";"Cávado";"PT";5
"16339";"PT112";"MIO_EUR";2008;5236;"PT112 - Cávado";"Cávado";"PT";5
"16340";"PT112";"MIO_EUR";2013;5257;"PT112 - Cávado";"Cávado";"PT";5
"16341";"PT112";"MIO_EUR";2005;4472;"PT112 - Cávado";"Cávado";"PT";5
"16342";"PT112";"MIO_EUR";2007;5008;"PT112 - Cávado";"Cávado";"PT";5
"16343";"PT112";"MIO_EUR";2009;5183;"PT112 - Cávado";"Cávado";"PT";5
"16344";"PT119";"MIO_EUR";2013;5518;"PT119 - Ave";"Ave";"PT";5
"16345";"PT119";"MIO_EUR";2002;4536;"PT119 - Ave";"Ave";"PT";5
"16346";"PT119";"MIO_EUR";2001;4314;"PT119 - Ave";"Ave";"PT";5
"16347";"PT119";"MIO_EUR";2004;4570;"PT119 - Ave";"Ave";"PT";5
"16348";"PT119";"MIO_EUR";2010;5346;"PT119 - Ave";"Ave";"PT";5
"16349";"PT119";"MIO_EUR";2007;5169;"PT119 - Ave";"Ave";"PT";5
"16350";"PT119";"MIO_EUR";2011;5312;"PT119 - Ave";"Ave";"PT";5
"16351";"PT119";"MIO_EUR";2009;5109;"PT119 - Ave";"Ave";"PT";5
"16352";"PT119";"MIO_EUR";2012;5356;"PT119 - Ave";"Ave";"PT";5
"16353";"PT119";"MIO_EUR";2000;4081;"PT119 - Ave";"Ave";"PT";5
"16354";"PT119";"MIO_EUR";2003;4514;"PT119 - Ave";"Ave";"PT";5
"16355";"PT119";"MIO_EUR";2014;5746;"PT119 - Ave";"Ave";"PT";5
"16356";"PT119";"MIO_EUR";2005;4695;"PT119 - Ave";"Ave";"PT";5
"16357";"PT119";"MIO_EUR";2008;5268;"PT119 - Ave";"Ave";"PT";5
"16358";"PT119";"MIO_EUR";2006;4860;"PT119 - Ave";"Ave";"PT";5
"16359";"PT11A";"MIO_EUR";2013;26394;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16360";"PT11A";"MIO_EUR";2011;27204;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16361";"PT11A";"MIO_EUR";2014;27166;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16362";"PT11A";"MIO_EUR";2012;26222;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16363";"PT11A";"MIO_EUR";2010;27728;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16364";"PT11A";"MIO_EUR";2004;23663;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16365";"PT11A";"MIO_EUR";2006;25774;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16366";"PT11A";"MIO_EUR";2001;22243;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16367";"PT11A";"MIO_EUR";2002;22862;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16368";"PT11A";"MIO_EUR";2000;20909;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16369";"PT11A";"MIO_EUR";2003;22972;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16370";"PT11A";"MIO_EUR";2008;28042;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16371";"PT11A";"MIO_EUR";2009;26928;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16372";"PT11A";"MIO_EUR";2007;27532;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16373";"PT11A";"MIO_EUR";2005;24762;"PT11A - Área Metropolitana do Porto";"Área Metropolitana do Porto";"PT";5
"16374";"PT11B";"MIO_EUR";2011;1059;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16375";"PT11B";"MIO_EUR";2013;1063;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16376";"PT11B";"MIO_EUR";2010;1076;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16377";"PT11B";"MIO_EUR";2000;701;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16378";"PT11B";"MIO_EUR";2004;845;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16379";"PT11B";"MIO_EUR";2012;1005;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16380";"PT11B";"MIO_EUR";2001;747;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16381";"PT11B";"MIO_EUR";2002;778;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16382";"PT11B";"MIO_EUR";2005;907;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16383";"PT11B";"MIO_EUR";2006;950;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16384";"PT11B";"MIO_EUR";2008;1045;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16385";"PT11B";"MIO_EUR";2003;793;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16386";"PT11B";"MIO_EUR";2009;1050;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16387";"PT11B";"MIO_EUR";2007;996;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16388";"PT11B";"MIO_EUR";2014;1012;"PT11B - Alto Tâmega";"Alto Tâmega";"PT";5
"16389";"PT11C";"MIO_EUR";2010;4375;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16390";"PT11C";"MIO_EUR";2011;4331;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16391";"PT11C";"MIO_EUR";2000;2926;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16392";"PT11C";"MIO_EUR";2004;3423;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16393";"PT11C";"MIO_EUR";2012;4215;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16394";"PT11C";"MIO_EUR";2003;3346;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16395";"PT11C";"MIO_EUR";2008;4245;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16396";"PT11C";"MIO_EUR";2006;3911;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16397";"PT11C";"MIO_EUR";2009;4223;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16398";"PT11C";"MIO_EUR";2005;3623;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16399";"PT11C";"MIO_EUR";2013;4329;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16400";"PT11C";"MIO_EUR";2002;3328;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16401";"PT11C";"MIO_EUR";2014;4447;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16402";"PT11C";"MIO_EUR";2007;4185;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16403";"PT11C";"MIO_EUR";2001;3149;"PT11C - Tâmega e Sousa";"Tâmega e Sousa";"PT";5
"16404";"PT11D";"MIO_EUR";2004;1857;"PT11D - Douro";"Douro";"PT";5
"16405";"PT11D";"MIO_EUR";2010;2407;"PT11D - Douro";"Douro";"PT";5
"16406";"PT11D";"MIO_EUR";2008;2285;"PT11D - Douro";"Douro";"PT";5
"16407";"PT11D";"MIO_EUR";2006;2114;"PT11D - Douro";"Douro";"PT";5
"16408";"PT11D";"MIO_EUR";2013;2367;"PT11D - Douro";"Douro";"PT";5
"16409";"PT11D";"MIO_EUR";2005;1987;"PT11D - Douro";"Douro";"PT";5
"16410";"PT11D";"MIO_EUR";2011;2392;"PT11D - Douro";"Douro";"PT";5
"16411";"PT11D";"MIO_EUR";2012;2307;"PT11D - Douro";"Douro";"PT";5
"16412";"PT11D";"MIO_EUR";2000;1583;"PT11D - Douro";"Douro";"PT";5
"16413";"PT11D";"MIO_EUR";2007;2184;"PT11D - Douro";"Douro";"PT";5
"16414";"PT11D";"MIO_EUR";2002;1754;"PT11D - Douro";"Douro";"PT";5
"16415";"PT11D";"MIO_EUR";2009;2311;"PT11D - Douro";"Douro";"PT";5
"16416";"PT11D";"MIO_EUR";2001;1717;"PT11D - Douro";"Douro";"PT";5
"16417";"PT11D";"MIO_EUR";2003;1808;"PT11D - Douro";"Douro";"PT";5
"16418";"PT11D";"MIO_EUR";2014;2410;"PT11D - Douro";"Douro";"PT";5
"16419";"PT11E";"MIO_EUR";2013;1430;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16420";"PT11E";"MIO_EUR";2008;1500;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16421";"PT11E";"MIO_EUR";2012;1394;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16422";"PT11E";"MIO_EUR";2000;1009;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16423";"PT11E";"MIO_EUR";2006;1355;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16424";"PT11E";"MIO_EUR";2011;1546;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16425";"PT11E";"MIO_EUR";2001;1072;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16426";"PT11E";"MIO_EUR";2007;1416;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16427";"PT11E";"MIO_EUR";2005;1304;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16428";"PT11E";"MIO_EUR";2009;1508;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16429";"PT11E";"MIO_EUR";2014;1490;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16430";"PT11E";"MIO_EUR";2010;1562;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16431";"PT11E";"MIO_EUR";2004;1219;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16432";"PT11E";"MIO_EUR";2002;1117;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16433";"PT11E";"MIO_EUR";2003;1146;"PT11E - Terras de Trás-os-Montes";"Terras de Trás-os-Montes";"PT";5
"16434";"PT150";"MIO_EUR";2000;4979;"PT150 - Algarve";"Algarve";"PT";5
"16435";"PT150";"MIO_EUR";2008;7848;"PT150 - Algarve";"Algarve";"PT";5
"16436";"PT150";"MIO_EUR";2004;6347;"PT150 - Algarve";"Algarve";"PT";5
"16437";"PT150";"MIO_EUR";2005;6741;"PT150 - Algarve";"Algarve";"PT";5
"16438";"PT150";"MIO_EUR";2009;7449;"PT150 - Algarve";"Algarve";"PT";5
"16439";"PT150";"MIO_EUR";2003;6116;"PT150 - Algarve";"Algarve";"PT";5
"16440";"PT150";"MIO_EUR";2007;7653;"PT150 - Algarve";"Algarve";"PT";5
"16441";"PT150";"MIO_EUR";2010;7541;"PT150 - Algarve";"Algarve";"PT";5
"16442";"PT150";"MIO_EUR";2014;7501;"PT150 - Algarve";"Algarve";"PT";5
"16443";"PT150";"MIO_EUR";2011;7347;"PT150 - Algarve";"Algarve";"PT";5
"16444";"PT150";"MIO_EUR";2006;7161;"PT150 - Algarve";"Algarve";"PT";5
"16445";"PT150";"MIO_EUR";2002;5802;"PT150 - Algarve";"Algarve";"PT";5
"16446";"PT150";"MIO_EUR";2013;7189;"PT150 - Algarve";"Algarve";"PT";5
"16447";"PT150";"MIO_EUR";2001;5423;"PT150 - Algarve";"Algarve";"PT";5
"16448";"PT150";"MIO_EUR";2012;7135;"PT150 - Algarve";"Algarve";"PT";5
"16449";"PT16B";"MIO_EUR";2009;4967;"PT16B - Oeste";"Oeste";"PT";5
"16450";"PT16B";"MIO_EUR";2007;5028;"PT16B - Oeste";"Oeste";"PT";5
"16451";"PT16B";"MIO_EUR";2004;4440;"PT16B - Oeste";"Oeste";"PT";5
"16452";"PT16B";"MIO_EUR";2010;4992;"PT16B - Oeste";"Oeste";"PT";5
"16453";"PT16B";"MIO_EUR";2000;3659;"PT16B - Oeste";"Oeste";"PT";5
"16454";"PT16B";"MIO_EUR";2006;4764;"PT16B - Oeste";"Oeste";"PT";5
"16455";"PT16B";"MIO_EUR";2002;4027;"PT16B - Oeste";"Oeste";"PT";5
"16456";"PT16B";"MIO_EUR";2003;4217;"PT16B - Oeste";"Oeste";"PT";5
"16457";"PT16B";"MIO_EUR";2001;3854;"PT16B - Oeste";"Oeste";"PT";5
"16458";"PT16B";"MIO_EUR";2005;4560;"PT16B - Oeste";"Oeste";"PT";5
"16459";"PT16B";"MIO_EUR";2008;4972;"PT16B - Oeste";"Oeste";"PT";5
"16460";"PT16B";"MIO_EUR";2011;4815;"PT16B - Oeste";"Oeste";"PT";5
"16461";"PT16B";"MIO_EUR";2014;4912;"PT16B - Oeste";"Oeste";"PT";5
"16462";"PT16B";"MIO_EUR";2013;4823;"PT16B - Oeste";"Oeste";"PT";5
"16463";"PT16B";"MIO_EUR";2012;4706;"PT16B - Oeste";"Oeste";"PT";5
"16464";"PT16D";"MIO_EUR";2000;4456;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16465";"PT16D";"MIO_EUR";2007;5807;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16466";"PT16D";"MIO_EUR";2004;5183;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16467";"PT16D";"MIO_EUR";2005;5367;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16468";"PT16D";"MIO_EUR";2014;5777;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16469";"PT16D";"MIO_EUR";2001;4653;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16470";"PT16D";"MIO_EUR";2006;5503;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16471";"PT16D";"MIO_EUR";2009;5677;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16472";"PT16D";"MIO_EUR";2011;5695;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16473";"PT16D";"MIO_EUR";2008;5774;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16474";"PT16D";"MIO_EUR";2003;5014;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16475";"PT16D";"MIO_EUR";2010;5805;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16476";"PT16D";"MIO_EUR";2013;5588;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16477";"PT16D";"MIO_EUR";2002;4930;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16478";"PT16D";"MIO_EUR";2012;5542;"PT16D - Regi?o de Aveiro";"Regi?o de Aveiro";"PT";5
"16479";"PT16E";"MIO_EUR";2005;6300;"PT16E - Regi?o de Coimbra";"Regi?o de Coimbra";"PT";5
"16480";"PT16E";"MIO_EUR";2003;5894;"PT16E - Regi?o de Coimbra";"Regi?o de Coimbra";"PT";5
"16481";"PT16E";"MIO_EUR";2007;6817;"PT16E - Regi?o de Coimbra";"Regi?o de Coimbra";"PT";5
"16482";"PT16E";"MIO_EUR";2009;6864;"PT16E - Regi?o de Coimbra";"Regi?o de Coimbra";"PT";5
